id,nev,tipus,kanonikus
2650,áruk árazása,feladat,árazás
2651,szavatosság ellenőrzése,feladat,szavatosság ellenőrzés
2669,áruk átvétele,feladat,áruátvétel
2670,polcfeltöltés,feladat,polcfeltöltés
2674,hús- és hentesáru-eladói munka,feladat,hús- és hentesáru értékesítés
2676,autóalkatrész-értékesítés,feladat,autóalkatrész értékesítés
2678,virágbolti eladói munka,feladat,virágértékesítés
2680,konfekció- és méteráru-eladói munka,feladat,konfekció és méteráru értékesítés
2681,lakástextil-eladói munka,feladat,lakástextil értékesítés
2682,rövidáru-eladói munka,feladat,rövidáru értékesítés
2686,árú átvétele,feladat,áruátvétel
2687,műszaki ismeret,elvaras,műszaki ismeretek
2690,ügyfélkiszolgálás,feladat,ügyfélkiszolgálás
2692,sportok iránti érdeklődés,soft,sportok iránti érdeklődés
2693,munkára igényesség,soft,igényes munkavégzés
2695,szaktanácsadás,feladat,szaktanácsadás
2696,ipari szerelvények ismerete,elvaras,ipari szerelvények ismerete
2697,automatizálási rendszerek ismerete,elvaras,automatizálási rendszerek ismerete
2698,speciális konstrukciók tervezésének ismerete,elvaras,speciális konstrukciók tervezési ismerete
2710,élelmiszer-kereskedelem ismerete,elvaras,élelmiszer-kereskedelmi ismeretek
2711,műszakváltásra való alkalmasság,soft,műszakvállalási rugalmasság
2715,ruházati termékek ismerete,elvaras,ruházati termékismeret
2717,totó-lottó értékesítés,feladat,totó-lottó értékesítés
2728,eladótér rendezése és karbantartása,feladat,eladótér rendezés és karbantartás
2733,húspult kiszolgálása,feladat,húspult kiszolgálás
2736,pékáruk sütése,feladat,pékáru sütés
2740,eladótér felügyelete,feladat,eladótér felügyelet
2750,vásárlók szakszerű tájékoztatása,feladat,vásárlók szakszerű tájékoztatása
2751,magas szintű vásárlókiszolgálás,soft,magas szintű vásárlókiszolgálás
2752,munkaterület rendben tartása,feladat,munkaterület rendben tartása
2753,belső szabályzatok betartása,elvaras,belső szabályzatok betartása
2756,árukihelyezés,feladat,árukihelyezés
2759,barátságosság,soft,barátságosság
2761,benzinkút kezelése,feladat,benzinkút kezelés
2768,bolti környezet karbantartása,feladat,bolti környezet karbantartása
2774,vásárlók segítése,feladat,vásárlók segítése
2786,pékáru sütés,feladat,pékáru sütés
2793,készpénzgazdálkodás,feladat,készpénzgazdálkodás
2794,be- és kifizetések intézése,feladat,be- és kifizetések intézése
2795,értékpapírok eladása,feladat,értékpapír értékesítés
2796,kereskedelmi árukészlet kezelése,feladat,kereskedelmi árukészlet kezelés
2799,felhasználói szintű informatikai ismeretek,elvaras,felhasználói szintű informatikai ismeretek
2803,ügyfélszolgálati tevékenység,feladat,ügyfélszolgálati tevékenység
2804,postai üzletági feladatok ellátása,feladat,postai üzletági feladatok ellátása
2806,napi pénztárjelentés és számadások készítése,feladat,napi pénztárjelentés és számadások készítése
2807,szolgáltatások és termékek értékesítése,feladat,szolgáltatás és termékértékesítés
2811,lottó és dohánytermék ismeretek,elvaras,lottó és dohánytermék ismeret
2819,termékismereti tájékoztatás,feladat,termékismereti tájékoztatás
2825,türelem,soft,türelem
2826,pénztárosi tapasztalat,elvaras,pénztárosi tapasztalat
2837,erőforrás-biztosítás,feladat,erőforrás-biztosítás
2838,munkaszervezés,feladat,munkaszervezés
2839,teljesítményfigyelemmel kísérés,feladat,teljesítményfigyelés
2840,értékesítési folyamatok szervezése,feladat,értékesítési folyamatok szervezése
2848,vásárlói kommunikáció,soft,vásárlói kommunikáció
2849,terméktájékoztatás,feladat,terméktájékoztatás
2850,vásárlói kiszolgálás,feladat,vásárlókiszolgálás
2856,árufeldolgozás,feladat,árufeldolgozás
2858,aktív eladásösztönzés,feladat,aktív eladásösztönzés
2862,termékkihelyezés,feladat,termékkihelyezés
2864,dinamikus munkavégzés,soft,dinamikus munkavégzés
2865,lottó terminál kezelése,eszkoz,lottó terminál kezelés
2866,lottó terminál vizsga,elvaras,lottó terminál vizsga
2868,tárgyalástechnika,soft,tárgyalástechnika
2872,áruházi értékesítés,feladat,áruházi értékesítés
2874,bolti eladói papír,elvaras,bolti eladói végzettség
2875,általános iskola,elvaras,általános iskolai végzettség
2876,visszáru és garancia ügyek adminisztrációja,feladat,visszáru és garancia ügyek adminisztrálása
2878,rendelések összekészítése,feladat,rendelések összekészítése
2880,weboldal kezelése,feladat,weboldal kezelés
2884,vásárlói segítségnyújtás,feladat,vásárlói segítségnyújtás
2895,rendelésfelvétel,feladat,rendelésfelvétel
2896,árucsomagolás,feladat,árucsomagolás
2897,munkahely-takarítás,feladat,munkahelyi takarítás
2900,hétvégi munkavégzés,elvaras,hétvégi munkavégzés
2904,felelősségvállalás,soft,felelősségvállalás
2907,számlakiállítás,feladat,számlakiállítás
2908,reklamációkezelés,feladat,reklamációkezelés
2917,vonalkódolvasó kezelése,eszkoz,vonalkódolvasó kezelés
2923,szállítmány átvétele,feladat,szállítmány átvétele
2924,munkahely-rendezettség fenntartása,feladat,munkahelyi rend fenntartása
2931,ruházati ismeretek,elvaras,ruházati termékismeret
2938,"termékismeret (szerszám, kert, barkács, háztartás)",elvaras,"termékismeret (szerszám, kert, barkács, háztartás)"
2941,ruházati termékismeret,elvaras,ruházati termékismeret
2944,"pakolás, rakodás",feladat,pakolás és rakodás
2951,értékpapír-értékesítés,feladat,értékpapír-értékesítés
2954,grafikai tervezés,feladat,grafikai tervezés
2955,nyomdai/szitanyomás,feladat,nyomdai és szitanyomás
2957,grafikai szoftverek kezelése,eszkoz,grafikai szoftverek kezelése
2964,rendszerezés,feladat,rendszerezés
2967,nappali tagozatos tanulmányok,elvaras,nappali tagozatos hallgatói jogviszony
2970,aktív eladás,feladat,aktív eladás
2976,eladói szakképzettség,elvaras,eladói szakképzettség
2977,gyakorlat az eladói területen,elvaras,eladói területen szerzett gyakorlat
2982,szakiskola,elvaras,szakiskolai végzettség
2984,termékprezentáció,feladat,termékprezentáció
2985,vásárlói élmény kialakítása,soft,vásárlói élmény kialakítása
2998,fagylalt értékesítése,feladat,fagylalt értékesítés
3001,lendület,soft,lendület
3004,élelmiszer-készítés,feladat,élelmiszer-készítés
3005,üzlet napi működésének ellátása,feladat,üzlet napi működésének biztosítása
3006,udvarias magatartás,soft,udvarias magatartás
3009,bolti rend fenntartása,feladat,bolti rend fenntartása
3011,PDA készülék kezelése,eszkoz,PDA készülék kezelés
3013,vásárlók tájékoztatása,feladat,vásárlók tájékoztatása
3018,jegyeladás,feladat,jegyeladás
3022,ügyfélszolgálat tapasztalata,elvaras,ügyfélszolgálati tapasztalat
3023,turisztikai ismeretek,elvaras,turisztikai ismeretek
3029,magyar állampolgárság,elvaras,magyar állampolgárság
3031,cselekvőképesség,elvaras,cselekvőképesség
3034,házipénztár vezetése,feladat,házipénztár vezetés
3035,devizakezelés,feladat,devizakezelés
3036,pénzügyi dokumentumok ellenőrzése,feladat,pénzügyi dokumentumok ellenőrzése
3037,számlázás,feladat,számlázás
3039,foglaláskezelés,feladat,foglaláskezelés
3040,vendégkommunikáció,soft,vendégkommunikáció
3042,szállodai ismeretek,elvaras,szállodai ismeretek
3048,rugalmas beosztás,elvaras,rugalmas beosztás
3050,rendelés felvétel,feladat,rendelésfelvétel
3052,étlap ismerete,elvaras,étlap ismerete
3053,vendégtájékoztatás,feladat,vendégtájékoztatás
3059,éjszakai munkavégzés,elvaras,éjszakai munkavégzés
3060,12 órás műszak,elvaras,12 órás műszak vállalása
3061,higiénia ismeretek,elvaras,higiéniai ismeretek
3063,kávé- és szendvicskészítés,feladat,kávé- és szendvicskészítés
3065,aktív tanulói/hallgatói jogviszony,elvaras,aktív tanulói/hallgatói jogviszony
3066,áruk pakolása,feladat,áruk pakolása
3067,rendelések összeállítása,feladat,rendelések összeállítása
3068,vásárlások összeállítása,feladat,vásárlások összeállítása
3070,vevői kérdések megválaszolása,feladat,vevői kérdések megválaszolása
3075,pénztárosi feladatok ellátása,feladat,pénztárosi feladatok ellátása
3079,ügyfelek kiszolgálása,feladat,ügyfélkiszolgálás
3082,webshop kezelés,feladat,webshop kezelés
3083,alkatrész ajánlatok készítése,feladat,alkatrész ajánlatok készítése
3087,automatizálási ismeretek,elvaras,automatizálási ismeretek
3097,targonca vezetése,eszkoz,targonca vezetés
3100,logisztikai folyamatok,elvaras,logisztikai folyamatok ismerete
3105,raktárba tárolás,feladat,raktárba tárolás
3106,termelőterületek kiszolgálása,feladat,termelőterületek kiszolgálása
3109,hosszútávú munkavégzés,soft,hosszútávú munkavégzés iránti elkötelezettség
3110,áruk be- és kitárolása,feladat,áruk be- és kitárolása
3112,szállításra történő előkészítés,feladat,szállításra történő előkészítés
3113,összeszerelés,feladat,összeszerelés
3115,termelés kiszolgálása,feladat,termelés kiszolgálása
3116,gyártási terület rendezése,feladat,gyártási terület rendezése
3117,autóipari gyártási környezet ismerete,iparag,autóipari gyártási környezet ismerete
3119,gyártósorok ellátása,feladat,gyártósorok ellátása
3120,rendszerezett munkavégzés,soft,rendszerezett munkavégzés
3121,autóipari munkafolyamatok,iparag,autóipari munkafolyamatok ismerete
3123,informatikai termékek kezelése,feladat,informatikai termékek kezelése
3125,rendelések előkészítése,feladat,rendelések előkészítése
3130,üzlettéri kisegítés,feladat,üzlettéri kisegítés
3131,építőanyagok ismerete,elvaras,építőanyagok ismerete
3132,magyar nyelvismeret,elvaras,magyar nyelvtudás
3137,gyártósorok ellátása alapanyaggal,feladat,gyártósorok alapanyaggal való ellátása
3140,emelőgépek kezelése,eszkoz,emelőgépek kezelése
3144,raktári kisegítés,feladat,raktári kisegítés
3149,hűtött áru kezelése,feladat,hűtött áru kezelése
3150,logisztikai munka,feladat,logisztikai feladatok ellátása
3153,áruösszekészítés,feladat,áruösszekészítés
3156,dobozolás,feladat,dobozolás
3157,raklapra helyezés,feladat,raklapra helyezés
3158,raktári rend fenntartása,feladat,raktári rend fenntartása
3160,autóalkatrészek kezelése,feladat,autóalkatrészek kezelése
3162,italok kezelése,feladat,italok kezelése
3163,kézi targonca kezelése,eszkoz,kézi targonca kezelése
3164,Pick by Voice rendszer kezelése,eszkoz,pick by voice rendszer kezelése
3167,raktári sortöltés,feladat,raktári sortöltés
3169,műszakban való munka,elvaras,műszakban való munkavégzés
3173,raklapra rendezés,feladat,raklapra rendezés
3174,pántolás,feladat,pántolás
3175,erős fizikum,elvaras,erős fizikum
3176,nagy munkabírás,soft,nagy munkabírás
3179,targoncás vizsga,elvaras,targoncavezetői jogosítvány
3180,átvételi folyamatok támogatása,feladat,átvételi folyamatok támogatása
3181,termékek pakolása és rendszerezése,feladat,termékek pakolása és rendszerezése
3182,áruk előkészítése kihelyezésre vagy kiszállításra,feladat,áruk előkészítése kihelyezésre vagy kiszállításra
3183,kézi és eszközös anyagmozgatás,feladat,kézi és eszközös anyagmozgatás
3184,raktári rend és tisztaság fenntartása,feladat,raktári rend és tisztaság fenntartása
3189,raktári munkafolyamatok,feladat,raktári munkafolyamatok
3191,áruösszekészítés szállításra,feladat,áruösszekészítés szállításra
3192,csomagolás és dobozolás,feladat,csomagolás és dobozolás
3197,drogériai termékek kezelése,feladat,drogériai termékek kezelése
3198,raktározási feladatok ellátása,feladat,raktározási feladatok ellátása
3199,termékek összekészítése és csomagolása,feladat,termékek összekészítése és csomagolása
3200,beérkező és kimenő áruk mozgatása,feladat,beérkező és kimenő áruk mozgatása
3204,élelmiszeripari termékek kezelése,feladat,élelmiszeripari termékek kezelése
3205,éjszakai műszakban való munka,elvaras,éjszakai műszakban való munkavégzés
3206,zöldség-gyümölcs áruösszekészítés,feladat,zöldség-gyümölcs áruösszekészítés
3207,3313 targoncás jogosítvány,elvaras,3313-as targoncavezetői jogosítvány
3208,raklapok fóliázása és feliratozása,feladat,raklapok fóliázása és feliratozása
3216,húsipari termékek kezelése,feladat,húsipari termékek kezelése
3217,betaníthatóság,soft,betaníthatóság
3218,áruk összekészítése,feladat,áruösszekészítés
3219,hűtött és fagyasztott raktár kezelése,feladat,hűtött és fagyasztott raktár kezelése
3222,csapatszellemű beállítottság,soft,csapatszellem
3223,megfelelő fizikai állapot,elvaras,megfelelő fizikai állapot
3224,minimum 8 általános iskolai végzettség,elvaras,minimum 8 általános iskolai végzettség
3225,kartonok raklapra történő összepakolása,feladat,kartonok raklapra pakolása
3226,szárazáru raktár kezelése,feladat,szárazáru raktár kezelése
3229,jó fizikai erőnlét,elvaras,jó fizikai erőnlét
3230,logisztikai tapasztalat,elvaras,logisztikai tapasztalat
3231,targoncavezetői jogosítvány,elvaras,targoncavezetői jogosítvány
3232,beérkező megrendelések alapján áruk összekészítése,feladat,áruösszekészítés
3233,termékek pontos kiválasztása cikkszám vagy vonalkód alapján,feladat,termékek pontos kiválasztása cikkszám vagy vonalkód alapján
3234,címkézés és jelölések elhelyezése,feladat,címkézés és jelölés
3235,szállításra való előkészítés,feladat,szállításra való előkészítés
3236,raklapra rendezés és fóliázás,feladat,raklapra rendezés és fóliázás
3240,áruk mozgatása és pakolása,feladat,áruk mozgatása és pakolása
3241,polcra helyezés,feladat,polcra helyezés
3243,készletellenőrzés,feladat,készletellenőrzés
3244,raktár rendezése,feladat,raktár rendezése
3245,fizikai mozgékonyság,soft,fizikai mozgékonyság
3248,üzemorvosi alkalmassági lelet,elvaras,üzemorvosi alkalmassági
3249,heti minimum 3 teljes műszak vállalása,elvaras,heti minimum 3 teljes műszak vállalása
